Area Code,Budget COGS,Budget Margin,Budget Profit,Budget Sales,COGS,Inventory,Margin,Market Size,Market,Marketing,Number of Records,Product Line,Product Type,Product,Profit,Sales,State,Total Expenses,Type,Order Date (MDY),Order Date (DMY)
775,$0 ,$40 ,$30 ,$40 ,$0 ,688,$43 ,Small Market,West,$0 ,1,Beans,Espresso,Caffe Latte,$47 ,$46 ,Nevada,$11 ,Regular,12/21/2016,21/12/2016
971,$50 ,$60 ,$20 ,$110 ,$54 ,337,$67 ,Small Market,West,$20 ,1,Beans,Espresso,Caffe Latte,$19 ,$129 ,Oregon,$54 ,Regular,7/17/2016,17/7/2016
435,$40 ,$60 ,$40 ,$100 ,$45 ,777,$67 ,Small Market,West,$12 ,1,Beans,Espresso,Caffe Latte,$64 ,$119 ,Utah,$24 ,Regular,4/30/2018,30/4/2018
425,$40 ,$50 ,$30 ,$90 ,$45 ,605,$58 ,Small Market,West,$14 ,1,Beans,Espresso,Caffe Latte,$47 ,$110 ,Washington,$26 ,Regular,4/30/2018,30/4/2018
702,$10 ,$30 ,$20 ,$40 ,$19 ,820,$28 ,Small Market,West,$5 ,1,Beans,Espresso,Caffe Mocha,$16 ,$50 ,Nevada,$17 ,Regular,5/6/2018,6/5/2018
971,$50 ,$70 ,$40 ,$120 ,$55 ,336,$74 ,Small Market,West,$18 ,1,Beans,Espresso,Caffe Mocha,$42 ,$137 ,Oregon,$46 ,Regular,11/20/2018,20/11/2018
435,$40 ,$70 ,$50 ,$110 ,$52 ,605,$67 ,Small Market,West,$17 ,1,Beans,Espresso,Caffe Mocha,$55 ,$127 ,Utah,$30 ,Regular,11/11/2017,11/11/2017
206,$50 ,$70 ,$30 ,$120 ,$57 ,313,$70 ,Small Market,West,$21 ,1,Beans,Espresso,Caffe Mocha,$22 ,$135 ,Washington,$55 ,Regular,11/5/2017,5/11/2017
563,$210 ,$300 ,$210 ,$510 ,$252 ,"1,316",$335 ,Small Market,Central,$83 ,1,Leaves,Herbal Tea,Chamomile,$326 ,$626 ,Iowa,$115 ,Decaf,10/9/2017,9/10/2017
417,$30 ,$60 ,$10 ,$90 ,$44 ,261,$63 ,Small Market,Central,$40 ,1,Leaves,Herbal Tea,Chamomile,($9),$114 ,Missouri,$69 ,Decaf,9/21/2016,21/9/2016
414,$40 ,$70 ,$50 ,$110 ,$49 ,342,$84 ,Small Market,Central,$15 ,1,Leaves,Herbal Tea,Chamomile,$68 ,$142 ,Wisconsin,$38 ,Decaf,9/21/2016,21/9/2016
319,$100 ,$160 ,$120 ,$260 ,$123 ,611,$178 ,Small Market,Central,$39 ,1,Leaves,Herbal Tea,Lemon,$171 ,$321 ,Iowa,$63 ,Decaf,12/2/2015,2/12/2015
636,$70 ,$40 ,$10 ,$110 ,$93 ,840,$40 ,Small Market,Central,$28 ,1,Leaves,Herbal Tea,Lemon,($18),$142 ,Missouri,$52 ,Decaf,12/2/2015,2/12/2015
262,$40 ,$60 ,$50 ,$100 ,$49 ,779,$72 ,Small Market,Central,$13 ,1,Leaves,Herbal Tea,Lemon,$70 ,$129 ,Wisconsin,$25 ,Decaf,12/2/2015,2/12/2015
203,$60 ,$70 ,$30 ,$130 ,$80 ,494,$98 ,Small Market,East,$30 ,1,Leaves,Herbal Tea,Lemon,$50 ,$190 ,Connecticut,$64 ,Decaf,9/21/2015,21/9/2015
603,$20 ,$40 ,$10 ,$60 ,$35 ,197,$44 ,Small Market,East,$13 ,1,Leaves,Herbal Tea,Lemon,($4),$84 ,New Hampshire,$47 ,Decaf,9/21/2015,21/9/2015
475,$50 ,$80 ,$60 ,$130 ,$76 ,965,$91 ,Small Market,East,$23 ,1,Leaves,Herbal Tea,Mint,$68 ,$178 ,Connecticut,$45 ,Decaf,9/21/2015,21/9/2015
504,$40 ,$70 ,$50 ,$110 ,$52 ,605,$67 ,Small Market,South,$17 ,1,Leaves,Herbal Tea,Chamomile,$56 ,$127 ,Louisiana,$29 ,Decaf,4/12/2015,12/4/2015
505,$10 ,$30 ,$20 ,$40 ,$19 ,820,$28 ,Small Market,South,$5 ,1,Leaves,Herbal Tea,Chamomile,$18 ,$50 ,New Mexico,$16 ,Decaf,4/12/2015,12/4/2015
918,$50 ,$70 ,$30 ,$120 ,$57 ,313,$70 ,Small Market,South,$21 ,1,Leaves,Herbal Tea,Chamomile,$22 ,$135 ,Oklahoma,$55 ,Decaf,4/12/2015,12/4/2015
337,$70 ,$100 ,$50 ,$170 ,$80 ,494,$98 ,Small Market,South,$30 ,1,Leaves,Herbal Tea,Lemon,$52 ,$190 ,Louisiana,$63 ,Decaf,4/12/2015,12/4/2015
505,$20 ,$30 ,$10 ,$50 ,$28 ,964,$33 ,Small Market,South,$8 ,1,Leaves,Herbal Tea,Lemon,$4 ,$65 ,New Mexico,$30 ,Decaf,10/20/2018,20/10/2018
918,$90 ,$130 ,$30 ,$220 ,$95 ,554,$132 ,Small Market,South,$86 ,1,Leaves,Herbal Tea,Lemon,$24 ,$242 ,Oklahoma,$116 ,Decaf,10/20/2018,20/10/2018
775,$100 ,$160 ,$50 ,$260 ,$125 ,729,$173 ,Small Market,West,$113 ,1,Leaves,Herbal Tea,Chamomile,$40 ,$318 ,Nevada,$146 ,Decaf,10/20/2018,20/10/2018
971,$30 ,$40 ,$40 ,$70 ,$35 ,777,$52 ,Small Market,West,$9 ,1,Leaves,Herbal Tea,Chamomile,$46 ,$93 ,Oregon,$21 ,Decaf,10/25/2017,25/10/2017
801,$40 ,$60 ,$30 ,$100 ,$49 ,241,$72 ,Small Market,West,$15 ,1,Leaves,Herbal Tea,Chamomile,$50 ,$129 ,Utah,$38 ,Decaf,11/1/2016,1/11/2016
206,$90 ,$160 ,$110 ,$250 ,$116 ,962,$176 ,Small Market,West,$38 ,1,Leaves,Herbal Tea,Chamomile,$157 ,$311 ,Washington,$70 ,Decaf,11/3/2018,3/11/2018
702,$160 ,$240 ,$160 ,$400 ,$191 ,865,$265 ,Small Market,West,$63 ,1,Leaves,Herbal Tea,Lemon,$232 ,$486 ,Nevada,$109 ,Decaf,5/12/2016,12/5/2016
541,$30 ,$60 ,$40 ,$90 ,$46 ,608,$60 ,Small Market,West,$15 ,1,Leaves,Herbal Tea,Lemon,$47 ,$113 ,Oregon,$28 ,Decaf,5/12/2016,12/5/2016
435,$40 ,$70 ,$40 ,$110 ,$50 ,372,$75 ,Small Market,West,$16 ,1,Leaves,Herbal Tea,Lemon,$42 ,$133 ,Utah,$47 ,Decaf,9/7/2016,7/9/2016
360,$30 ,$40 ,$40 ,$70 ,$35 ,776,$51 ,Small Market,West,$9 ,1,Leaves,Herbal Tea,Lemon,$45 ,$92 ,Washington,$21 ,Decaf,7/25/2016,25/7/2016
775,$100 ,$160 ,$110 ,$260 ,$123 ,611,$178 ,Small Market,West,$39 ,1,Leaves,Herbal Tea,Mint,$171 ,$321 ,Nevada,$63 ,Decaf,7/25/2016,25/7/2016
435,$70 ,$40 ,$0 ,$110 ,$93 ,840,$40 ,Small Market,West,$28 ,1,Leaves,Herbal Tea,Mint,($16),$142 ,Utah,$51 ,Decaf,7/25/2016,25/7/2016
712,$200 ,$220 ,$140 ,$420 ,$239 ,"1,464",$239 ,Small Market,Central,$66 ,1,Leaves,Tea,Darjeeling,$220 ,$509 ,Iowa,$91 ,Regular,7/25/2016,25/7/2016
417,$30 ,$40 ,$10 ,$70 ,$37 ,195,$51 ,Small Market,Central,$12 ,1,Leaves,Tea,Darjeeling,$16 ,$94 ,Missouri,$40 ,Regular,11/16/2016,16/11/2016
262,$30 ,$70 ,$40 ,$100 ,$46 ,388,$68 ,Small Market,Central,$14 ,1,Leaves,Tea,Darjeeling,$46 ,$121 ,Wisconsin,$37 ,Regular,11/16/2016,16/11/2016
563,$220 ,$280 ,$160 ,$500 ,$260 ,"1,423",$318 ,Small Market,Central,$98 ,1,Leaves,Tea,Earl Grey,$276 ,$616 ,Iowa,$132 ,Regular,11/16/2016,16/11/2016
417,$20 ,$30 ,($10),$50 ,$29 ,169,$36 ,Small Market,Central,$11 ,1,Leaves,Tea,Earl Grey,($13),$69 ,Missouri,$45 ,Regular,11/16/2016,16/11/2016
608,$50 ,$80 ,$10 ,$130 ,$63 ,521,$87 ,Small Market,Central,$57 ,1,Leaves,Tea,Earl Grey,$1 ,$160 ,Wisconsin,$86 ,Regular,11/16/2016,16/11/2016
314,$30 ,$30 ,($10),$60 ,$35 ,197,$44 ,Small Market,Central,$13 ,1,Leaves,Tea,Green Tea,($3),$84 ,Missouri,$46 ,Regular,9/1/2016,1/9/2016
959,$40 ,$80 ,$60 ,$120 ,$47 ,821,$68 ,Small Market,East,$13 ,1,Leaves,Tea,Darjeeling,$64 ,$123 ,Connecticut,$25 ,Regular,9/1/2016,1/9/2016
603,$20 ,$30 ,$20 ,$50 ,$19 ,820,$28 ,Small Market,East,$5 ,1,Leaves,Tea,Darjeeling,$18 ,$50 ,New Hampshire,$16 ,Regular,9/1/2016,1/9/2016
959,$20 ,$40 ,$30 ,$60 ,$25 ,775,$37 ,Small Market,East,$7 ,1,Leaves,Tea,Green Tea,$27 ,$66 ,Connecticut,$19 ,Regular,9/1/2016,1/9/2016
603,$0 ,$40 ,$30 ,$40 ,$0 ,688,$43 ,Small Market,East,$0 ,1,Leaves,Tea,Green Tea,$47 ,$46 ,New Hampshire,$11 ,Regular,5/5/2017,5/5/2017
702,$160 ,$230 ,$160 ,$390 ,$252 ,"1,316",$335 ,Small Market,West,$83 ,1,Leaves,Tea,Darjeeling,$325 ,$626 ,Nevada,$116 ,Regular,5/5/2017,5/5/2017
541,$10 ,$20 ,$20 ,$30 ,$21 ,454,$32 ,Small Market,West,$5 ,1,Leaves,Tea,Darjeeling,$22 ,$56 ,Oregon,$17 ,Regular,12/31/2017,31/12/2017
435,$20 ,$50 ,$10 ,$70 ,$44 ,261,$63 ,Small Market,West,$40 ,1,Leaves,Tea,Darjeeling,($9),$114 ,Utah,$69 ,Regular,9/18/2018,18/9/2018
253,$30 ,$60 ,$40 ,$90 ,$49 ,342,$84 ,Small Market,West,$15 ,1,Leaves,Tea,Darjeeling,$67 ,$142 ,Washington,$39 ,Regular,9/18/2018,18/9/2018
775,$150 ,$170 ,$110 ,$320 ,$239 ,"1,464",$239 ,Small Market,West,$66 ,1,Leaves,Tea,Earl Grey,$221 ,$509 ,Nevada,$90 ,Regular,9/25/2015,25/9/2015
503,$50 ,$100 ,$70 ,$150 ,$88 ,653,$134 ,Small Market,West,$29 ,1,Leaves,Tea,Earl Grey,$108 ,$237 ,Oregon,$61 ,Regular,9/25/2015,25/9/2015
801,$20 ,$30 ,$10 ,$50 ,$37 ,195,$51 ,Small Market,West,$12 ,1,Leaves,Tea,Earl Grey,$16 ,$94 ,Utah,$40 ,Regular,9/25/2015,25/9/2015
206,$30 ,$40 ,$20 ,$70 ,$46 ,388,$68 ,Small Market,West,$14 ,1,Leaves,Tea,Earl Grey,$45 ,$121 ,Washington,$38 ,Regular,9/25/2015,25/9/2015
702,$170 ,($170),($250),$0 ,$260 ,"3,049",($260),Small Market,West,$98 ,1,Leaves,Tea,Green Tea,($542),$28 ,Nevada,$131 ,Regular,4/23/2017,23/4/2017
971,$70 ,$110 ,$70 ,$180 ,$112 ,502,$155 ,Small Market,West,$34 ,1,Leaves,Tea,Green Tea,$145 ,$285 ,Oregon,$57 ,Regular,4/23/2017,23/4/2017
801,$10 ,$30 ,$10 ,$40 ,$29 ,169,$36 ,Small Market,West,$11 ,1,Leaves,Tea,Green Tea,($12),$69 ,Utah,$44 ,Regular,4/23/2017,23/4/2017
206,$40 ,$60 ,$10 ,$100 ,$63 ,521,$87 ,Small Market,West,$57 ,1,Leaves,Tea,Green Tea,$0 ,$160 ,Washington,$87 ,Regular,11/1/2015,1/11/2015
303,$110 ,$150 ,$120 ,$260 ,$104 ,871,$152 ,Major Market,Central,$29 ,1,Beans,Coffee,Decaf Irish Cream,$155 ,$254 ,Colorado,$37 ,Decaf,11/1/2015,1/11/2015
847,$130 ,$190 ,$140 ,$320 ,$127 ,671,$185 ,Major Market,Central,$40 ,1,Beans,Coffee,Decaf Irish Cream,$168 ,$309 ,Illinois,$59 ,Decaf,1/26/2018,26/1/2018
234,$50 ,$80 ,$20 ,$130 ,$53 ,458,$75 ,Major Market,Central,$48 ,1,Beans,Coffee,Decaf Irish Cream,($3),$127 ,Ohio,$72 ,Decaf,1/26/2018,26/1/2018
719,$70 ,$110 ,$60 ,$180 ,$64 ,593,$96 ,Major Market,Central,$21 ,1,Beans,Espresso,Decaf Espresso,$61 ,$159 ,Colorado,$48 ,Decaf,11/11/2018,11/11/2018
773,$300 ,$310 ,$210 ,$610 ,$260 ,"1,559",$261 ,Major Market,Central,$72 ,1,Beans,Espresso,Decaf Espresso,$228 ,$516 ,Illinois,$89 ,Decaf,11/11/2018,11/11/2018
216,$60 ,$70 ,$20 ,$130 ,$53 ,361,$65 ,Major Market,Central,$20 ,1,Beans,Espresso,Decaf Espresso,$15 ,$117 ,Ohio,$50 ,Decaf,11/11/2018,11/11/2018
863,$100 ,$150 ,$100 ,$250 ,$114 ,555,$159 ,Major Market,East,$35 ,1,Beans,Coffee,Decaf Irish Cream,$138 ,$271 ,Florida,$55 ,Decaf,6/9/2017,9/6/2017
786,$80 ,$110 ,$70 ,$190 ,$87 ,472,$117 ,Major Market,East,$28 ,1,Beans,Espresso,Decaf Espresso,$86 ,$202 ,Florida,$51 ,Decaf,9/3/2016,3/9/2016
281,$100 ,$130 ,$100 ,$230 ,$83 ,584,$107 ,Major Market,South,$27 ,1,Beans,Coffee,Decaf Irish Cream,$94 ,$188 ,Texas,$36 ,Decaf,3/14/2015,14/3/2015
254,$70 ,$110 ,$90 ,$180 ,$86 ,499,$124 ,Major Market,South,$24 ,1,Beans,Espresso,Decaf Espresso,$121 ,$208 ,Texas,$33 ,Decaf,8/31/2018,31/8/2018
925,$240 ,($40),($140),$200 ,$195 ,"1,952",($32),Major Market,West,$64 ,1,Beans,Coffee,Decaf Irish Cream,($196),$162 ,California,$102 ,Decaf,3/23/2018,23/3/2018
310,$250 ,$330 ,$220 ,$580 ,$263 ,"1,433",$349 ,Major Market,West,$86 ,1,Beans,Espresso,Decaf Espresso,$317 ,$607 ,California,$111 ,Decaf,5/18/2018,18/5/2018
720,$110 ,$150 ,$120 ,$260 ,$104 ,821,$152 ,Major Market,Central,$29 ,1,Beans,Coffee,Amaretto,$153 ,$254 ,Colorado,$38 ,Regular,12/27/2017,27/12/2017
216,$50 ,$70 ,$40 ,$120 ,$52 ,361,$71 ,Major Market,Central,$17 ,1,Beans,Coffee,Amaretto,$37 ,$122 ,Ohio,$41 ,Regular,11/17/2018,17/11/2018
720,$80 ,$110 ,$80 ,$190 ,$83 ,584,$107 ,Major Market,Central,$27 ,1,Beans,Coffee,Colombian,$94 ,$188 ,Colorado,$36 ,Regular,9/10/2018,10/9/2018
618,$200 ,$280 ,$180 ,$480 ,$195 ,956,$270 ,Major Market,Central,$64 ,1,Beans,Coffee,Colombian,$222 ,$461 ,Illinois,$101 ,Regular,4/8/2018,8/4/2018
234,$40 ,$60 ,$30 ,$100 ,$42 ,384,$61 ,Major Market,Central,$13 ,1,Beans,Coffee,Colombian,$33 ,$102 ,Ohio,$34 ,Regular,4/8/2018,8/4/2018
970,$90 ,$150 ,$120 ,$240 ,$86 ,499,$124 ,Major Market,Central,$24 ,1,Beans,Espresso,Caffe Mocha,$121 ,$208 ,Colorado,$33 ,Regular,11/28/2017,28/11/2017
773,$300 ,$420 ,$300 ,$720 ,$263 ,"1,433",$349 ,Major Market,Central,$86 ,1,Beans,Espresso,Caffe Mocha,$317 ,$607 ,Illinois,$111 ,Regular,6/2/2017,2/6/2017
216,$170 ,$180 ,$120 ,$350 ,$149 ,"1,156",$149 ,Major Market,Central,$41 ,1,Beans,Espresso,Caffe Mocha,$116 ,$295 ,Ohio,$60 ,Regular,12/17/2018,17/12/2018
754,$90 ,$130 ,$90 ,$220 ,$94 ,697,$141 ,Major Market,East,$31 ,1,Beans,Coffee,Colombian,$108 ,$233 ,Florida,$59 ,Regular,3/19/2017,19/3/2017
351,$60 ,$460 ,$430 ,$520 ,$64 ,-663,$487 ,Major Market,East,$21 ,1,Beans,Coffee,Colombian,$599 ,$546 ,Massachusetts,$49 ,Regular,3/19/2017,19/3/2017
646,$280 ,$430 ,$300 ,$710 ,$302 ,"2,250",$454 ,Major Market,East,$105 ,1,Beans,Coffee,Colombian,$407 ,$749 ,New York,$148 ,Regular,8/20/2018,20/8/2018
850,$80 ,$130 ,$40 ,$210 ,$92 ,599,$129 ,Major Market,East,$83 ,1,Beans,Espresso,Caffe Mocha,$23 ,$219 ,Florida,$104 ,Regular,7/25/2018,25/7/2018
413,$50 ,$60 ,$0 ,$110 ,$53 ,491,$61 ,Major Market,East,$48 ,1,Beans,Espresso,Caffe Mocha,($22),$113 ,Massachusetts,$72 ,Regular,8/26/2017,26/8/2017
646,$110 ,($50),($180),$60 ,$121 ,"1,673",($52),Major Market,East,$109 ,1,Beans,Espresso,Caffe Mocha,($269),$68 ,New York,$133 ,Regular,8/15/2017,15/8/2017
781,$140 ,$150 ,$100 ,$290 ,$149 ,"1,156",$149 ,Major Market,East,$41 ,1,Beans,Espresso,Regular Espresso,$116 ,$295 ,Massachusetts,$60 ,Regular,5/19/2018,19/5/2018
516,$240 ,$290 ,$210 ,$530 ,$260 ,"1,271",$283 ,Major Market,East,$72 ,1,Beans,Espresso,Regular Espresso,$258 ,$538 ,New York,$89 ,Regular,5/19/2018,19/5/2018
817,$290 ,$350 ,$270 ,$640 ,$235 ,"1,060",$277 ,Major Market,South,$72 ,1,Beans,Coffee,Colombian,$253 ,$507 ,Texas,$87 ,Regular,5/19/2018,19/5/2018
409,$50 ,$80 ,$50 ,$130 ,$64 ,-161,$96 ,Major Market,South,$21 ,1,Beans,Espresso,Caffe Latte,$61 ,$159 ,Texas,$48 ,Regular,5/19/2018,19/5/2018
830,$80 ,$140 ,$120 ,$220 ,$104 ,821,$152 ,Major Market,South,$29 ,1,Beans,Espresso,Caffe Mocha,$155 ,$254 ,Texas,$37 ,Regular,8/12/2018,12/8/2018
805,$160 ,($30),($80),$130 ,$127 ,"1,215",($21),Major Market,West,$40 ,1,Beans,Coffee,Amaretto,($116),$105 ,California,$59 ,Regular,8/13/2018,13/8/2018
707,$380 ,$560 ,$410 ,$940 ,$302 ,"2,250",$454 ,Major Market,West,$105 ,1,Beans,Coffee,Colombian,$407 ,$749 ,California,$148 ,Regular,8/13/2018,13/8/2018
650,$240 ,$260 ,$180 ,$500 ,$260 ,"1,559",$261 ,Major Market,West,$72 ,1,Beans,Espresso,Caffe Latte,$228 ,$516 ,California,$89 ,Regular,8/13/2018,13/8/2018
707,$110 ,$160 ,$30 ,$270 ,$121 ,788,$168 ,Major Market,West,$109 ,1,Beans,Espresso,Caffe Mocha,$35 ,$286 ,California,$133 ,Regular,8/13/2018,13/8/2018
719,$120 ,$140 ,$90 ,$260 ,$149 ,"1,156",$149 ,Major Market,Central,$41 ,1,Leaves,Herbal Tea,Chamomile,$115 ,$295 ,Colorado,$61 ,Decaf,11/10/2017,10/11/2017
773,$80 ,$140 ,$120 ,$220 ,$104 ,821,$152 ,Major Market,Central,$29 ,1,Leaves,Herbal Tea,Chamomile,$155 ,$254 ,Illinois,$37 ,Decaf,11/10/2017,10/11/2017
614,$10 ,$30 ,$30 ,$40 ,$20 ,464,$29 ,Major Market,Central,$5 ,1,Leaves,Herbal Tea,Chamomile,$17 ,$49 ,Ohio,$16 ,Decaf,6/12/2018,12/6/2018
970,$40 ,$70 ,$10 ,$110 ,$53 ,458,$75 ,Major Market,Central,$48 ,1,Leaves,Herbal Tea,Lemon,($4),$127 ,Colorado,$73 ,Decaf,3/22/2015,22/3/2015
773,$70 ,$90 ,$60 ,$160 ,$83 ,584,$107 ,Major Market,Central,$27 ,1,Leaves,Herbal Tea,Lemon,$94 ,$188 ,Illinois,$36 ,Decaf,3/22/2015,22/3/2015
440,$20 ,$40 ,$40 ,$60 ,$29 ,835,$42 ,Major Market,Central,$8 ,1,Leaves,Herbal Tea,Lemon,$32 ,$70 ,Ohio,$18 ,Decaf,6/15/2018,15/6/2018
719,$40 ,$60 ,$30 ,$100 ,$52 ,361,$71 ,Major Market,Central,$17 ,1,Leaves,Herbal Tea,Mint,$36 ,$122 ,Colorado,$42 ,Decaf,11/16/2018,16/11/2018
312,$80 ,$140 ,$120 ,$220 ,$104 ,871,$152 ,Major Market,Central,$29 ,1,Leaves,Herbal Tea,Mint,$155 ,$254 ,Illinois,$37 ,Decaf,12/29/2018,29/12/2018
786,$30 ,$50 ,$30 ,$80 ,$48 ,599,$62 ,Major Market,East,$15 ,1,Leaves,Herbal Tea,Chamomile,$48 ,$109 ,Florida,$25 ,Decaf,1/21/2017,21/1/2017
904,$40 ,$60 ,$30 ,$100 ,$58 ,338,$72 ,Major Market,East,$22 ,1,Leaves,Herbal Tea,Lemon,$23 ,$129 ,Florida,$51 ,Decaf,1/21/2017,21/1/2017
413,$40 ,$50 ,$20 ,$90 ,$53 ,361,$65 ,Major Market,East,$20 ,1,Leaves,Herbal Tea,Lemon,$17 ,$117 ,Massachusetts,$49 ,Decaf,1/15/2017,15/1/2017
518,$200 ,$300 ,$200 ,$500 ,$265 ,"1,613",$386 ,Major Market,East,$100 ,1,Leaves,Herbal Tea,Lemon,$348 ,$645 ,New York,$125 ,Decaf,1/15/2017,15/1/2017
941,$50 ,$80 ,$50 ,$130 ,$78 ,995,$92 ,Major Market,East,$24 ,1,Leaves,Herbal Tea,Mint,$65 ,$168 ,Florida,$42 ,Decaf,1/15/2017,15/1/2017
607,$170 ,($20),($90),$150 ,$235 ,"2,169",($37),Major Market,East,$72 ,1,Leaves,Herbal Tea,Mint,($181),$196 ,New York,$87 ,Decaf,9/19/2017,19/9/2017
915,$40 ,$80 ,$50 ,$120 ,$52 ,361,$71 ,Major Market,South,$17 ,1,Leaves,Herbal Tea,Chamomile,$37 ,$122 ,Texas,$41 ,Decaf,9/19/2017,19/9/2017
254,$40 ,$60 ,$30 ,$100 ,$42 ,384,$61 ,Major Market,South,$13 ,1,Leaves,Herbal Tea,Lemon,$35 ,$102 ,Texas,$33 ,Decaf,2/21/2015,21/2/2015
619,$80 ,$140 ,$120 ,$220 ,$104 ,871,$152 ,Major Market,West,$29 ,1,Leaves,Herbal Tea,Chamomile,$153 ,$254 ,California,$38 ,Decaf,11/11/2017,11/11/2017
559,$200 ,$250 ,$180 ,$450 ,$235 ,"1,060",$277 ,Major Market,West,$72 ,1,Leaves,Herbal Tea,Lemon,$253 ,$507 ,California,$87 ,Decaf,1/30/2017,30/1/2017
530,$70 ,$90 ,$60 ,$160 ,$83 ,584,$107 ,Major Market,West,$27 ,1,Leaves,Herbal Tea,Mint,$92 ,$188 ,California,$37 ,Decaf,10/18/2017,18/10/2017
720,$40 ,$60 ,$20 ,$100 ,$53 ,361,$65 ,Major Market,Central,$20 ,1,Leaves,Tea,Darjeeling,$17 ,$117 ,Colorado,$49 ,Regular,12/18/2018,18/12/2018
847,$70 ,$110 ,$80 ,$180 ,$86 ,499,$124 ,Major Market,Central,$24 ,1,Leaves,Tea,Darjeeling,$121 ,$208 ,Illinois,$33 ,Regular,12/18/2018,18/12/2018
513,$80 ,$120 ,$70 ,$200 ,$94 ,697,$141 ,Major Market,Central,$31 ,1,Leaves,Tea,Darjeeling,$109 ,$233 ,Ohio,$58 ,Regular,12/18/2018,18/12/2018
303,$40 ,$60 ,$30 ,$100 ,$56 ,992,$66 ,Major Market,Central,$17 ,1,Leaves,Tea,Earl Grey,$37 ,$121 ,Colorado,$36 ,Regular,11/2/2018,2/11/2018
630,$50 ,$90 ,$50 ,$140 ,$64 ,593,$96 ,Major Market,Central,$21 ,1,Leaves,Tea,Earl Grey,$61 ,$159 ,Illinois,$48 ,Regular,4/29/2015,29/4/2015
513,$90 ,$150 ,$100 ,$240 ,$114 ,555,$159 ,Major Market,Central,$35 ,1,Leaves,Tea,Earl Grey,$139 ,$271 ,Ohio,$54 ,Regular,4/29/2015,29/4/2015
970,$30 ,$50 ,$30 ,$80 ,$43 ,602,$56 ,Major Market,Central,$14 ,1,Leaves,Tea,Green Tea,$41 ,$98 ,Colorado,$24 ,Regular,10/23/2018,23/10/2018
863,$30 ,$60 ,$40 ,$90 ,$36 ,838,$53 ,Major Market,East,$10 ,1,Leaves,Tea,Darjeeling,$44 ,$88 ,Florida,$20 ,Regular,10/23/2018,23/10/2018
774,$30 ,$40 ,$30 ,$70 ,$29 ,835,$42 ,Major Market,East,$8 ,1,Leaves,Tea,Darjeeling,$30 ,$70 ,Massachusetts,$19 ,Regular,10/23/2018,23/10/2018
516,$110 ,$160 ,$120 ,$270 ,$104 ,871,$152 ,Major Market,East,$29 ,1,Leaves,Tea,Darjeeling,$155 ,$254 ,New York,$37 ,Regular,10/23/2018,23/10/2018
646,$110 ,$160 ,$120 ,$270 ,$104 ,821,$152 ,Major Market,East,$29 ,1,Leaves,Tea,Earl Grey,$153 ,$254 ,New York,$38 ,Regular,3/30/2015,30/3/2015
321,$50 ,$90 ,$70 ,$140 ,$53 ,803,$77 ,Major Market,East,$14 ,1,Leaves,Tea,Green Tea,$72 ,$129 ,Florida,$23 ,Regular,1/4/2017,4/1/2017
781,$20 ,$30 ,$20 ,$50 ,$20 ,464,$29 ,Major Market,East,$5 ,1,Leaves,Tea,Green Tea,$17 ,$49 ,Massachusetts,$16 ,Regular,4/26/2016,26/4/2016
212,$90 ,$130 ,$100 ,$220 ,$86 ,499,$124 ,Major Market,East,$24 ,1,Leaves,Tea,Green Tea,$123 ,$208 ,New York,$33 ,Regular,9/12/2016,12/9/2016
530,$60 ,$110 ,$100 ,$170 ,$104 ,821,$152 ,Major Market,West,$29 ,1,Leaves,Tea,Darjeeling,$153 ,$254 ,California,$38 ,Regular,9/12/2016,12/9/2016
562,$50 ,$90 ,$80 ,$140 ,$86 ,499,$124 ,Major Market,West,$24 ,1,Leaves,Tea,Earl Grey,$123 ,$208 ,California,$33 ,Regular,9/11/2018,11/9/2018
310,$40 ,$60 ,$30 ,$100 ,$64 ,593,$96 ,Major Market,West,$21 ,1,Leaves,Tea,Green Tea,$59 ,$159 ,California,$49 ,Regular,6/12/2017,12/6/2017
515,$20 ,$30 ,$20 ,$50 ,$22 ,611,$30 ,Small Market,Central,$7 ,1,Beans,Coffee,Decaf Irish Cream,$15 ,$52 ,Iowa,$18 ,Decaf,6/27/2017,27/6/2017
660,$70 ,$80 ,$40 ,$150 ,$68 ,998,$80 ,Small Market,Central,$21 ,1,Beans,Coffee,Decaf Irish Cream,$52 ,$147 ,Missouri,$39 ,Decaf,6/27/2017,27/6/2017
715,$90 ,$120 ,$80 ,$210 ,$87 ,472,$117 ,Small Market,Central,$28 ,1,Beans,Coffee,Decaf Irish Cream,$86 ,$202 ,Wisconsin,$51 ,Decaf,9/26/2015,26/9/2015
563,$0 ,$50 ,$40 ,$50 ,$0 ,645,$43 ,Small Market,Central,$0 ,1,Beans,Espresso,Decaf Espresso,$43 ,$43 ,Iowa,$11 ,Decaf,11/3/2018,3/11/2018
660,$40 ,$70 ,$50 ,$110 ,$39 ,799,$58 ,Small Market,Central,$10 ,1,Beans,Espresso,Decaf Espresso,$50 ,$96 ,Missouri,$20 ,Decaf,11/3/2018,3/11/2018
715,$50 ,$70 ,$50 ,$120 ,$48 ,599,$62 ,Small Market,Central,$15 ,1,Beans,Espresso,Decaf Espresso,$48 ,$109 ,Wisconsin,$25 ,Decaf,11/3/2018,3/11/2018
